gender,age
K,11
M,74
K,56
K,15
M,32
K,34
M,9
M,37
K,39
K,5
M,2
M,9
K,25
M,61
K,58
K,73
K,17
M,24
K,29
M,3
M,33
K,29
K,2
K,56
M,25
M,36
K,31
K,22
M,30
K,28
K,7
M,5
M,3
M,52
K,56
K,21
K,1
K,77
K,45
K,52
M,6
K,21
M,75
K,69
K,24
K,44
M,24
K,10
M,25
K,24
M,3
M,1
M,50
K,40
M,1
M,30
K,36
M,6
K,3
M,35
K,30
M,8
M,1
K,31
K,5
K,55
M,65
K,63
M,25
M,42
K,41
K,6
M,NULL
M,52
K,56
K,18
K,35
K,16
K,14
K,3
M,26
K,53
M,21
M,28
K,63
K,37
M,32
K,28
M,4
M,2
M,65
K,63
K,67
M,25
K,27
K,27
M,35
K,52
M,43
K,42
M,16
M,15
M,8
K,1
K,63
M,18
M,28
K,26
K,15
M,23
M,23
M,28
K,23
M,4
M,32
K,23
K,3
K,1
K,69
M,53
K,42
K,11
M,9
K,5
K,3
K,1
K,60
M,59
K,48
K,19
K,14
M,11
M,28
K,29
M,39
K,28
K,1
K,40
M,11
M,3
K,79
M,42
K,13
M,7
M,5
M,27
K,27
M,48
K,49
M,15
M,12
M,60
M,25
K,25
M,2
M,43
K,49
M,13
M,11
M,46
K,44
K,18
M,16
M,6
M,3
M,42
K,38
M,6
M,3
K,12
M,79
M,24
M,32
M,61
K,58
K,23
M,26
K,23
M,38
K,40
M,37
K,32
K,1
M,66
K,28
M,59
K,59
K,21
M,2
M,30
K,27
M,33
K,33
K,1
M,25
M,33
M,49
M,43
K,32
K,4
K,1
M,37
K,33
M,10
K,1
M,76
K,75
M,36
K,75
K,34
M,35
M,46
K,53
K,29
K,14
K,21
M,29
K,35
K,7
M,5
M,3
K,50
M,35
K,34
K,14
K,10
M,8
M,6
K,20
M,45
K,40
M,14
K,10
M,6
K,4
K,45
K,35
K,8
M,6
M,4
M,2
M,33
M,31
K,27
K,3
M,55
K,32
K,20
K,24
M,24
M,25
K,24
K,4
K,3
K,44
K,11
M,62
K,62
K,56
K,22
K,49
M,14
M,12
K,19
M,68
K,41
M,15
M,35
M,50
K,38
K,18
K,15
M,10
M,6
M,62
K,39
K,19
M,2
K,24
M,59
K,26
K,48
M,33
K,29
M,58
K,54
K,34
K,10
M,36
K,37
K,12
M,8
K,6
M,50
K,42
K,17
K,14
M,12
M,9
M,5
M,4
M,35
K,35
K,24
M,39
K,36
M,12
M,9
K,7
K,2
K,62
M,12
K,33
M,29
K,30
M,5
K,1
M,22
K,26
M,41
K,32
M,10
K,4
K,2
M,44
K,34
K,12
M,11
M,5
M,2
M,34
K,34
K,2
M,40
K,35
K,5
M,3
M,1
K,21
M,46
K,38
M,15
M,12
M,10
M,4
M,NULL
K,24
K,21
K,16
M,3
M,44
K,45
K,17
K,12
K,10
K,4
M,7
K,1
M,75
K,77
K,43
K,7
M,57
K,47
K,20
K,18
K,23
K,32
K,13
M,42
K,40
K,8
K,6
K,20
K,29
M,46
K,50
K,17
K,14
M,10
M,52
M,42
K,50
M,NULL
M,36
K,38
M,8
M,5
M,2
M,36
K,35
M,5
K,3
M,51
K,33
K,7
K,4
K,24
M,49
K,40
M,53
K,52
K,25
K,14
M,12
K,10
M,7
K,19
M,25
M,21
M,21
M,20
M,15
K,83
K,56
K,19
M,70
K,73
K,38
M,35
M,32
K,18
M,66
K,67
K,25
K,21
K,45
K,19
M,10
M,37
K,35
M,11
K,6
K,3
M,6
K,50
M,45
K,32
M,32
M,20
M,14
K,43
K,15
M,7
M,4
K,29
M,41
K,36
M,11
M,9
M,2
M,27
K,35
K,32
M,15
M,47
K,64
K,47
M,40
K,36
M,40
K,11
M,9
M,4
K,29
K,60
K,18
K,20
M,69
K,34
K,30
M,53
K,54
M,18
M,17
M,14
M,13
K,22
K,22
M,19
M,50
M,83
K,23
M,29
K,36
K,24
M,28
M,59
M,19
M,62
K,50
K,25
K,22
M,32
M,35
K,39
M,10
K,8
K,4
K,2
M,20
K,41
M,33
K,31
M,6
M,5
K,1
M,18
M,16
K,16
M,42
K,38
K,14
K,10
K,5
K,21
M,23
K,26
K,42
K,11
M,10
M,59
K,26
M,63
K,31
K,13
K,30
M,50
K,75
M,20
K,23
M,25
K,29
M,33
K,25
M,64
M,19
M,14
M,29
K,32
M,4
M,29
K,34
K,2
M,29
K,24
K,68
M,27
K,35
K,1
M,51
K,32
K,12
M,23
M,54
K,46
M,18
K,19
K,45
M,17
K,11
K,2
K,44
K,18
M,7
M,2
M,44
K,43
K,16
M,10
M,3
M,66
K,61
M,33
K,33
M,30
M,69
K,59
M,34
K,41
M,12
M,10
M,6
M,4
M,2
M,24
M,65
M,40
M,26
M,36
M,25
M,19
M,78
K,80
M,6
M,50
K,43
K,58
K,7
K,16
M,46
K,56
K,7
M,24
K,49
K,14
K,12
M,35
K,67
M,48
K,52
M,18
M,NULL
M,NULL
K,78
K,62
K,45
M,69
K,53
K,36
M,17
M,20
K,24
M,16
M,35
M,52
K,52
K,15
M,28
K,29
M,61
K,50
M,18
M,14
M,29
K,27
K,2
M,58
M,35
M,24
M,35
K,35
M,4
M,24
M,23
M,51
K,48
K,12
K,5
M,50
K,49
M,21
M,19
M,21
M,38
M,20
M,33
K,30
M,3
K,1
K,30
M,44
K,37
M,16
M,14
M,11
M,7
M,5
M,70
M,42
K,36
K,9
K,7
K,5
M,2
M,24
M,18
M,NULL
M,55
K,50
K,19
K,16
M,14
M,12
M,12
M,10
M,20
M,15
K,27
K,17
M,21
M,34
K,34
M,5
K,31
M,71
K,67
K,17
M,34
K,54
M,13
M,37
K,37
K,1
K,24
M,30
M,17
K,47
M,30
K,26
M,45
K,49
K,17
K,14
K,10
M,37
K,37
K,68
K,31
K,29
M,43
K,43
K,11
M,6
K,8
M,70
M,28
M,16
K,24
M,35
M,23
K,37
M,40
M,64
K,47
M,13
M,9
K,6
M,17
M,66
M,21
K,50
M,51
K,45
K,17
M,14
K,12
M,6
K,49
K,21
K,13
K,8
M,72
K,55
M,34
K,34
K,7
M,5
M,3
K,60
K,36
M,26
M,26
K,34
M,30
M,38
K,38
K,7
M,5
K,2
K,22
M,36
K,36
K,2
K,28
M,13
M,66
K,66
K,23
M,23
M,49
K,38
K,12
K,10
K,6
K,1
M,56
K,51
K,27
M,28
K,42
K,6
M,61
K,42
M,36
K,43
K,16
K,12
M,10
M,8
M,6
M,5
K,3
K,23
M,21
M,24
M,15
K,58
K,39
M,36
K,42
K,7
M,1
M,30
M,61
K,41
K,63
K,28
K,27
K,37
M,51
K,53
M,27
K,11
K,7
M,45
K,32
K,14
M,11
M,5
M,33
M,25
M,18
M,16
K,22
K,34
K,46
K,48
K,23
M,35
K,32
M,2
K,63
K,29
M,61
K,43
K,19
M,14
K,13
K,12
M,10
M,8
M,7
K,28
K,24
K,28
K,76
K,23
M,24
M,33
K,36
M,7
M,3
M,29
M,21
M,62
M,57
M,30
M,15
M,52
K,35
M,28
M,21
K,34
M,19
K,21
K,73
K,49
K,9
M,29
K,25
M,36
K,30
M,19
M,20
M,19
K,19
M,29
K,30
M,17
M,18
K,31
K,65
M,29
K,25
M,47
K,60
K,31
M,26
M,15
K,16
K,63
K,34
K,27
M,68
K,61
K,56
M,29
K,15
M,5
M,26
K,25
M,31
K,33
K,71
M,70
K,51
M,29
K,28
M,1
M,60
K,50
M,5
K,51
M,49
M,50
K,35
M,NULL
M,6
M,25
K,27
M,2
K,5
M,52
M,30
K,29
M,3
M,32
K,44
M,8
K,5
M,27
K,25
M,4
M,30
K,37
M,1
M,32
K,34
K,10
K,5
M,2
M,32
K,33
M,4
M,34
K,45
M,13
M,40
M,12
M,9
K,6
K,5
M,43
M,81
K,39
K,21
M,61
M,62
M,22
K,50
K,15
K,14
M,12
K,10
M,7
M,3
M,1
K,50
M,20
M,51
K,48
K,13
M,34
K,32
M,29
M,32
K,33
M,1
K,66
M,70
K,26
K,16
M,69
K,68
K,23
K,4
M,39
M,50
K,47
M,20
K,13
M,8
M,5
M,49
M,31
K,38
M,15
M,5
K,67
M,27
K,31
K,7
M,5
K,1
M,25
K,26
M,3
K,63
K,27
K,5
K,3
M,39
K,36
M,3
K,70
K,50
M,19
K,60
M,29
M,28
K,28
K,4
M,1
M,47
K,43
K,41
K,12
K,10
K,67
M,26
K,27
K,3
M,39
K,38
M,10
M,6
K,32
M,5
K,1
M,31
K,40
M,51
K,47
K,10
K,5
M,59
K,35
M,15
M,43
K,39
M,16
M,57
K,55
M,36
K,51
M,13
K,15
K,41
M,53
K,41
M,15
M,13
M,9
M,5
M,46
K,54
K,4
M,49
K,50
M,12
M,35
K,30
K,4
K,2
M,44
K,57
M,NULL
M,15
K,60
M,25
M,31
K,34
M,4
M,2
M,1
M,64
K,59
M,36
K,32
K,5
K,2
M,47
K,31
K,14
M,12
K,57
M,53
K,50
K,18
K,4
M,18
K,82
K,55
M,28
K,17
K,15
K,56
M,29
K,38
K,2
K,1
M,44
K,51
K,18
K,12
K,7
M,36
K,40
K,15
K,7
M,2
M,28
K,29
M,42
K,33
M,4
K,2
M,34
K,27
M,26
K,27
M,35
M,52
K,50
M,12
M,33
K,20
M,2
M,25
K,25
M,32
K,23
M,2
M,32
K,28
M,1
M,30
K,26
K,3
K,44
M,35
M,37
K,39
K,6
M,25
M,44
M,30
M,21
M,63
K,58
M,33
K,27
K,25
M,23
M,22
K,56
M,26
K,23
M,32
K,30
K,7
K,1
M,34
K,52
M,8
M,54
M,31
K,24
K,18
M,18
K,83
M,71
M,43
K,42
M,11
M,9
M,7
K,5
M,24
K,26
K,24
M,37
M,58
K,61
K,31
M,42
K,31
K,5
K,4
K,2
M,1
K,26
M,37
M,40
M,19
M,16
M,15
K,58
K,29
M,40
K,35
M,8
K,1
M,68
M,70
K,46
M,47
K,50
M,23
M,13
M,10
K,18
M,29
K,28
M,25
M,63
K,75
K,2
M,50
M,69
K,40
K,6
M,35
K,39
K,5
K,1
K,20
M,1
M,27
M,35
K,27
M,2
M,44
K,32
K,11
M,34
K,45
K,11
M,36
K,31
K,10
M,6
K,1
K,42
M,72
M,34
M,40
K,49
M,10
K,22
M,35
M,64
M,37
K,45
M,21
K,25
M,37
K,44
M,8
M,6
M,52
K,41
M,20
M,23
M,37
K,36
K,12
K,5
K,11
M,36
K,36
K,13
M,3
K,24
M,45
K,46
M,18
K,14
K,10
M,3
M,29
M,21
K,66
M,51
K,57
M,40
K,20
M,31
M,22
M,23
M,63
K,32
M,20
M,52
K,53
K,17
K,39
K,13
M,11
K,49
M,11
M,9
K,5
M,54
K,57
M,18
M,17
M,14
M,39
M,21
K,33
K,25
M,40
K,33
K,15
K,24
K,58
M,28
K,24
K,15
K,15
K,33
M,28
M,70
K,64
M,35
K,33
K,3
M,1
K,73
M,46
K,36
K,14
M,12
M,9
K,6
K,4
M,20
M,21
K,25
M,46
M,63
K,52
K,20
K,15
K,12
K,29
M,34
K,27
M,7
M,4
M,2
K,32
K,16
M,57
K,55
K,22
M,16
K,27
K,24
M,66
M,63
M,68
K,56
K,60
K,16
M,67
K,57
K,82
K,56
M,78
K,68
M,68
K,57
K,68
M,73
K,64
K,22
M,61
K,43
K,14
M,5
M,43
K,44
M,12
M,9
K,10
K,6
K,2
M,21
K,63
K,16
K,21
K,34
K,13
M,10
K,53
K,19
K,15
M,10
K,21
M,59
K,43
K,15
M,14
M,13
M,11
M,9
K,6
M,5
K,18
K,26
M,44
K,23
K,8
K,5
K,30
K,32
K,64
M,36
K,28
K,34
K,20
M,38
K,26
K,26
M,56
K,57
K,35
K,25
M,20
K,16
M,31
M,23
K,32
K,24
K,30
M,9
M,8
K,5
M,3
K,21
K,47
K,34
K,9
M,7
M,24
M,20
M,16
M,21
K,27
K,26
M,28
K,23
M,3
M,2
K,21
K,20
K,19
M,22
M,53
K,67
M,44
K,7
K,31
K,26
K,22
M,51
K,51
M,17
K,13
K,11
K,37
K,21
K,81
K,79
K,73
K,51
K,15
M,65
M,42
K,36
K,15
M,11
M,9
M,4
M,1
K,51
M,55
K,63
K,19
K,47
M,14
M,12
M,44
K,48
K,16
M,13
K,10
M,20
K,31
K,42
M,13
K,30
M,78
M,58
K,38
K,2
K,28
M,50
M,30
K,22
M,1
M,21
M,14
K,27
K,16
M,20
M,40
K,45
M,26
M,41
K,22
M,77
K,52
M,43
M,52
M,20
K,18
M,16
M,14
M,37
K,48
K,34
M,36
K,65
K,22
M,26
K,29
M,40
K,39
K,13
K,33
M,51
M,32
M,16
M,36
K,36
M,6
K,19
K,20
M,18
M,16
M,40
M,28
M,34
M,20
M,42
K,32
K,30
M,38
K,34
M,12
M,9
M,6
M,4
M,2
K,16
K,25
M,49
M,39
K,24
K,37
M,4
K,2
M,19
K,32
K,20
M,49
K,47
M,16
K,14
K,11
M,9
K,40
M,28
K,52
K,32
K,28
M,57
M,58
K,54
K,26
M,29
K,26
K,18
K,35
K,31
M,31
M,34
M,24
M,42
K,37
M,9
M,4
K,2
K,1
K,21
K,26
M,33
M,25
M,NULL
K,35
K,6
M,1
K,78
K,17
M,54
K,42
K,81
K,17
M,37
K,37
M,35
K,37
K,5
K,3
M,1
M,16
M,34
K,36
K,2
M,30
M,36
M,57
K,37
M,13
M,10
M,9
K,5
M,29
K,20
M,60
K,70
M,33
M,25
K,23
M,30
M,26
M,30
M,60
M,21
M,21
M,19
K,24
M,8
M,39
K,35
M,11
M,9
M,2
K,1
K,19
M,37
K,32
M,3
M,18
M,15
K,26
M,25
K,26
K,2
K,20
M,67
K,64
K,22
K,70
K,21
M,43
K,45
M,10
K,5
M,34
K,26
M,39
K,35
K,24
M,24
M,21
M,22
M,20
M,17
M,43
M,4
K,67
K,27
K,28
K,35
K,36
K,13
K,18
K,27
K,54
K,19
M,22
K,51
M,47
M,30
M,37
K,34
K,6
K,5
M,1
K,19
K,17
M,34
M,32
M,32
M,19
M,16
M,15
M,43
K,31
M,14
M,8
M,4
M,21
M,37
M,18
M,17
M,28
M,23
K,24
K,24
K,27
K,19
K,51
K,16
M,52
K,NULL
K,35
M,13
K,11
M,10
M,6
M,15
M,22
K,18
K,20
K,47
K,30
K,55
K,17
M,35
K,35
M,59
K,NULL
M,26
K,43
M,32
K,31
M,6
M,3
M,1
K,76
M,42
K,37
K,12
K,7
M,4
K,1
K,41
M,12
K,8
M,3
M,33
K,33
M,4
M,1
K,55
K,14
K,44
M,54
K,40
M,65
K,65
M,30
K,30
K,5
M,1
M,24
M,21
M,31
K,26
M,5
K,3
K,1
K,85
K,35
M,64
K,42
K,19
K,60
M,21
M,43
K,37
M,40
K,44
K,10
K,8
M,7
M,29
K,41
M,34
K,31
M,4
M,1
M,28
M,23
M,37
K,39
K,6
K,4
M,36
K,46
K,8
K,5
K,80
K,58
K,36
K,63
M,46
K,43
K,15
K,6
M,30
K,22
K,2
M,27
K,29
M,5
M,37
K,35
M,40
K,64
K,NULL
K,62
M,40
K,14
M,9
K,6
K,4
K,65
M,37
K,33
K,9
K,5
K,2
M,27
K,33
M,33
K,41
M,14
M,6
M,41
K,29
K,60
M,42
K,41
M,8
K,27
K,39
M,40
K,38
M,10
M,7
M,58
K,55
K,12
K,5
M,34
K,32
M,2
M,65
K,59
M,12
K,47
K,NULL
K,24
M,5
K,3
M,1
M,38
M,12
M,9
M,7
K,62
K,19
M,51
K,34
K,24
M,77
K,23
K,51
K,28
K,53
K,25
M,30
K,29
M,4
M,2
K,49
M,65
M,50
K,20
M,40
K,52
M,61
M,21
M,19
K,16
K,29
K,25
M,27
M,43
K,17
M,15
M,13
M,12
M,12
K,10
M,7
K,43
M,28
K,26
M,41
M,50
M,25
M,33
K,23
M,34
K,44
K,25
K,42
M,23
K,13
M,6
M,58
K,39
M,13
M,8
M,2
K,6
K,39
K,58
K,16
M,28
K,68
M,68
M,39
K,47
K,14
K,25
M,30
K,32
K,3
K,37
K,29
K,51
K,17
K,15
M,11
M,33
K,34
K,21
M,61
K,65
K,25
M,36
M,16
K,28
K,54
M,45
K,51
K,13
M,43
M,71
K,50
M,52
K,48
M,21
M,19
M,13
M,11
M,4
M,32
K,30
K,10
M,8
M,62
K,73
M,32
K,30
K,63
K,40
K,34
K,32
M,12
K,10
M,41
K,41
K,4
K,3
M,33
M,23
M,22
M,18
M,19
M,16
K,22
M,30
K,25
M,23
K,21
K,21
K,20
M,32
K,33
M,10
K,4
M,2
M,55
K,41
K,14
M,8
M,19
K,18
K,61
M,30
K,25
M,44
K,49
M,13
K,2
M,26
M,21
M,15
K,46
M,57
M,39
M,16
M,38
K,30
M,11
M,9
M,23
M,18
M,27
M,41
M,37
K,27
M,5
M,2
M,30
M,22
M,16
M,34
K,24
K,65
K,20
M,56
K,50
M,26
M,26
K,46
M,35
K,23
K,14
K,21
M,60
K,46
K,14
K,10
M,7
K,3
K,67
M,36
K,34
M,37
K,39
M,NULL
K,11
K,10
K,9
M,7
K,4
M,1
M,40
K,41
K,11
K,10
M,7
M,4
K,69
K,67
M,31
K,29
M,10
K,8
M,25
K,36
M,13
K,13
M,1
M,37
K,36
K,12
M,40
K,24
K,19
M,15
M,13
K,9
M,48
K,40
K,72
K,13
M,12
K,10
M,6
M,4
M,1
K,34
K,21
K,56
K,31
K,23
M,36
M,58
K,64
M,29
M,27
M,19
K,26
K,18
M,56
M,45
K,31
M,14
M,11
M,6
M,1
K,3
M,24
M,21
M,26
M,18
K,26
K,16
M,60
K,46
M,14
K,12
K,28
M,38
K,36
M,3
M,40
K,58
M,74
K,31
M,41
K,31
M,5
K,4
M,1
M,35
K,38
M,19
K,16
K,7
M,1
M,17
M,29
K,25
M,49
K,41
K,18
K,16
M,13
K,11
K,8
K,32
K,23
K,38
K,31
M,70
K,21
M,53
K,30
M,2
M,22
M,17
K,24
K,16
M,36
M,30
K,27
M,2
K,65
K,24
M,66
K,32
K,19
M,47
K,42
K,15
M,58
M,12
K,23
M,16
M,49
K,50
K,78
M,23
K,26
K,23
M,28
M,22
M,22
K,53
K,42
K,23
K,2
K,46
K,48
K,40
K,5
K,3
M,34
K,77
K,68
K,24
M,45
K,47
M,37
K,10
K,24
M,28
M,19
M,19
M,14
M,39
K,36
K,23
M,70
K,54
K,21
K,12
K,25
M,37
K,39
K,66
M,3
M,5
M,21
M,24
K,18
M,35
K,30
K,40
M,56
K,46
K,19
K,17
M,13
M,9
M,6
K,24
M,47
K,45
M,18
M,12
K,50
M,51
K,40
M,6
M,30
K,30
K,20
M,27
K,24
M,42
K,42
K,11
M,8
K,5
K,2
M,63
K,48
K,15
M,12
K,16
K,17
M,91
K,75
M,51
M,36
M,40
K,37
K,29
M,30
K,23
K,1
K,57
M,22
M,17
K,27
M,33
M,70
K,38
M,29
K,19
M,73
M,64
K,53
M,56
K,22
M,33
M,29
M,25
M,39
K,30
M,22
M,15
K,31
M,28
M,36
M,21
M,37
K,60
K,48
K,15
M,35
K,34
M,6
M,17
M,16
M,37
K,33
M,7
M,21
M,18
K,16
K,62
K,29
M,58
M,38
M,26
K,52
K,21
M,41
K,30
M,7
K,6
K,1
K,21
K,26
M,22
K,32
M,5
M,4
K,42
K,72
M,72
K,40
M,25
M,41
K,37
M,12
K,47
M,39
K,39
M,45
K,41
K,14
M,10
M,29
K,30
K,38
K,5
K,34
M,4
K,73
K,23
M,27
K,29
M,1
M,22
M,30
M,26
M,24
M,18
M,35
K,39
K,29
K,56
M,21
K,20
M,13
K,16
M,27
K,22
M,22
M,16
K,25
M,32
K,32
K,8
M,2
M,31
K,29
M,6
K,2
K,22
K,70
M,50
K,51
K,12
M,9
K,7
K,16
K,32
M,46
K,47
M,13
M,10
M,8
M,4
M,37
K,54
K,17
K,18
M,35
K,33
M,11
M,9
K,9
K,1
K,1
K,22
K,22
M,54
K,54
K,24
K,19
K,12
K,23
M,73
K,71
M,34
K,27
M,56
K,59
K,44
M,13
M,39
K,38
M,6
M,43
M,4
K,33
K,43
M,15
M,10
M,28
M,26
M,28
K,44
M,17
K,2
M,22
M,53
K,42
K,28
M,23
M,22
K,18
K,29
K,27
M,1
K,18
M,19
K,29
M,48
K,39
M,10
M,7
M,4
M,1
M,18
M,13
K,26
K,17
M,45
K,31
K,14
K,12
M,1
K,16
K,63
K,6
K,19
M,23
M,27
M,40
M,13
K,11
K,8
K,6
M,4
M,24
K,33
K,21
K,68
M,61
K,57
M,23
K,24
K,18
K,38
M,14
M,11
K,10
K,8
K,52
M,14
K,14
K,57
M,13
K,49
K,68
M,60
K,32
K,20
M,62
K,52
M,14
K,19
M,44
K,28
M,3
M,2
K,10
K,22
M,49
K,51
K,18
M,13
K,12
M,30
K,26
M,11
M,30
K,31
K,8
K,6
M,3
M,1
M,26
K,27
K,4
K,2
M,1
K,53
M,27
K,31
M,1
M,6
M,3
M,44
K,44
M,14
M,12
M,8
M,5
M,33
K,38
K,24
K,38
M,10
M,6
M,1
M,42
K,58
M,17
K,10
M,4
K,44
K,14
K,48
K,11
M,24
K,23
M,28
K,28
U,1
M,60
K,52
M,25
M,22
M,19
M,16
M,12
K,15
K,10
M,60
M,39
K,34
K,12
M,11
K,9
K,7
K,5
K,4
K,2
M,1
K,27
M,36
M,17
M,20
K,20
K,16
M,44
K,44
M,16
M,66
K,70
K,30
K,56
K,22
M,22
M,38
K,26
M,2
M,1
M,36
M,36
K,35
K,8
K,5
K,2
K,37
M,49
K,44
M,18
M,16
M,7
M,2
M,31
K,27
M,6
M,2
M,67
K,70
M,43
K,36
M,4
K,2
M,29
K,21
M,27
K,24
K,3
M,39
K,29
K,2
M,30
K,30
M,30
K,29
K,3
K,1
M,51
K,49
M,14
M,10
M,9
M,35
K,25
M,4
M,1
K,16
M,36
K,34
M,8
K,6
K,2
M,68
K,65
M,11
M,58
K,53
K,19
K,15
K,11
M,47
M,63
K,45
K,15
M,11
K,8
K,38
M,3
K,26
K,8
K,6
M,5
K,67
K,65
K,33
M,36
K,38
M,10
K,9
M,7
K,5
M,3
K,1
M,68
K,74
M,46
K,34
M,33
K,35
K,4
K,68
K,72
M,51
K,52
K,16
M,23
M,73
K,48
K,25
K,12
M,57
K,56
M,NULL
K,67
M,40
M,40
M,30
K,28
K,70
M,37
K,48
M,22
K,27
K,74
K,47
M,50
K,43
K,25
M,51
K,57
M,42
M,49
K,45
M,17
K,8
M,5
M,38
M,30
M,19
K,27
M,45
K,42
M,13
K,8
K,6
M,44
K,34
M,12
K,9
K,6
K,2
M,55
M,69
K,23
M,5
K,4
M,30
M,27
K,20
K,20
M,38
K,43
K,3
K,54
K,12
M,3
M,34
K,23
M,41
K,NULL
K,2
M,43
K,42
K,16
M,3
K,60
K,23
M,49
K,20
M,33
K,32
M,5
K,17
M,32
K,32
M,3
M,2
M,30
K,21
M,19
K,21
M,45
K,29
K,84
K,52
M,52
M,17
M,17
K,28
M,30
M,52
K,30
M,9
K,6
K,4
K,2
M,30
K,26
K,2
K,9
M,38
K,50
K,17
M,13
M,53
M,31
K,21
K,69
K,20
M,42
K,34
K,28
M,54
K,56
K,31
M,10
K,NULL
M,42
K,32
M,45
K,42
K,5
K,2
M,35
K,46
K,32
M,9
M,35
K,25
K,24
M,34
K,42
M,3
K,41
M,60
K,45
M,29
K,25
M,27
K,32
K,25
M,41
K,37
M,8
M,5
K,1
M,21
M,37
K,38
K,13
M,11
M,5
K,3
K,61
K,25
K,22
K,21
K,35
K,25
M,5
K,25
K,40
K,38
K,36
K,27
M,51
K,42
K,17
M,15
K,11
M,9
M,43
K,40
M,3
M,29
M,21
M,20
M,16
M,37
M,43
K,20
K,28
K,33
M,40
K,40
M,12
M,11
M,6
M,4
K,27
K,25
M,64
K,63
K,37
K,27
K,27
M,50
K,38
M,17
M,51
K,35
K,13
K,9
M,7
M,4
M,1
M,55
K,54
K,19
M,45
K,33
K,14
K,4
K,1
M,39
M,21
K,30
K,25
K,28
M,40
K,39
M,4
K,86
M,39
K,41
K,50
M,9
M,6
M,44
K,50
K,12
K,19
K,51
K,49
M,38
K,41
K,13
K,11
K,7
K,7
K,5
M,3
K,1
M,81
K,21
K,16
K,31
M,30
K,32
M,9
M,30
K,30
K,3
M,1
K,22
K,14
M,45
K,45
K,20
K,9
K,9
K,7
M,23
K,64
K,25
M,55
K,55
K,8
M,47
K,47
K,13
M,79
M,26
K,26
K,26
M,38
M,31
M,57
K,20
M,9
K,20
M,37
K,35
M,4
M,2
M,19
M,17
M,22
M,18
M,15
K,24
K,18
M,34
K,34
M,5
M,3
K,2
M,1
M,19
M,18
K,18
M,37
K,36
M,7
M,5
M,35
M,28
M,25
M,16
K,16
M,35
K,34
M,13
M,11
M,9
M,5
M,3
K,1
K,19
K,17
M,19
M,17
M,18
M,19
M,19
M,37
K,35
M,8
K,5
K,22
M,68
M,55
K,48
M,25
M,24
M,19
K,8
K,16
M,19
M,39
K,29
M,9
M,3
K,1
M,28
M,18
M,14
K,20
M,32
K,28
K,25
M,38
K,31
K,2
K,26
K,17
M,68
K,47
K,22
M,45
K,47
K,26
K,25
K,79
K,57
M,53
K,22
M,16
K,38
K,35
M,50
K,47
K,18
K,17
M,14
M,10
M,24
K,59
K,33
K,27
K,4
K,3
K,20
M,28
M,16
M,29
M,39
K,40
M,32
K,38
M,11
M,9
K,7
K,4
K,1
K,37
K,19
M,59
K,55
M,27
M,20
M,17
M,14
K,22
M,29
M,NULL
M,22
K,23
M,48
K,42
K,16
K,11
M,9
M,37
K,45
M,7
M,5
K,19
M,42
K,39
M,9
M,7
M,7
K,70
M,65
M,28
K,25
M,37
K,27
M,1
M,64
K,21
M,57
K,39
K,15
K,30
M,49
K,40
K,20
K,51
K,14
K,26
M,25
M,40
M,45
K,47
M,21
M,22
M,15
K,17
M,67
K,61
M,41
K,45
M,13
M,33
K,36
M,13
K,9
M,6
K,30
M,30
K,50
K,76
M,26
K,29
M,2
M,17
K,70
M,41
K,44
K,11
M,10
M,5
K,24
M,4
M,1
K,56
M,39
K,40
K,11
K,5
K,9
M,1
K,36
K,83
M,52
K,71
M,38
K,46
K,8
M,53
K,53
M,17
M,31
K,30
M,10
K,3
M,1
K,58
K,31
M,56
K,25
K,4
K,2
M,58
K,58
M,23
M,37
K,22
K,3
M,1
M,63
K,54
M,26
M,25
M,24
K,20
M,39
K,30
M,2
K,72
K,49
M,8
M,33
K,31
M,7
M,4
K,1
K,21
M,56
K,48
K,12
M,6
M,23
M,33
K,29
K,5
M,33
K,31
M,6
K,5
M,3
M,80
K,77
K,44
M,68
K,64
K,25
K,5
M,2
K,27
M,2
M,28
M,26
K,60
M,27
M,13
K,72
K,80
K,42
M,31
K,40
M,4
K,1
M,52
K,57
M,16
K,30
M,43
K,45
K,12
M,10
M,66
K,42
K,54
K,22
M,28
K,29
M,1
M,19
M,22
M,57
K,56
M,9
K,23
M,28
K,32
M,3
K,1
M,50
K,50
K,21
K,18
M,14
M,46
K,29
M,29
K,25
K,37
M,6
K,4
K,1
M,29
K,29
K,1
M,37
K,33
M,58
K,47
M,27
M,14
M,11
M,6
K,50
M,24
M,19
K,12
M,47
K,36
K,5
M,3
K,29
M,1
M,66
M,40
K,32
K,14
M,11
M,9
K,7
M,3
K,1
M,31
K,45
K,11
M,33
K,35
K,5
M,3
M,29
K,56
K,25
M,29
K,34
K,8
M,45
K,68
M,67
M,31
M,73
K,66
M,20
M,30
K,31
K,3
K,57
M,22
K,60
K,15
M,45
K,70
K,66
K,84
K,27
K,59
M,42
K,45
M,10
M,2
M,21
M,18
M,16
M,20
M,24
K,24
K,69
M,44
M,69
K,66
K,20
M,42
K,41
M,14
M,13
M,8
K,6
K,3
M,68
K,78
K,21
M,21
M,25
M,23
M,56
K,59
K,13
M,17
M,47
K,46
K,13
M,11
M,5
M,58
K,52
K,7
M,56
M,30
M,33
M,46
M,15
M,51
M,27
M,33
K,34
M,4
M,26
M,31
K,28
K,2
M,15
M,33
