aarfra,amt,By/sogn,Befollkningstal,Type
1850,Aalborg,Aalborg Købstad,7772,Købstad
1850,Aalborg,Als,1623,Sogn
1850,Aalborg,Nørresundby,1511,Sogn
1850,Aalborg,Hals,1405,Sogn
1850,Aalborg,Løgsted,1386,Sogn
1850,Aalborg,Vadum,1268,Sogn
1850,Aalborg,Gunderup,1219,Sogn
1850,Aalborg,Nibe Købstad,1164,Købstad
1850,Aalborg,Vester Hassing,1098,Sogn
1850,Aalborg,Mou,1088,Sogn
1850,Aalborg,Nørre Tranders,1015,Sogn
1850,Aalborg,Øster Hassing,958,Sogn
1850,Aalborg,Ajstrup,956,Sogn
1850,Aalborg,Skelund,949,Sogn
1850,Aalborg,Bjørnsholm,945,Sogn
1850,Aalborg,Biersted,932,Sogn
1850,Aalborg,Astrup,855,Sogn
1850,Aalborg,Ulsted,834,Sogn
1850,Aalborg,Visborg,827,Sogn
1850,Aalborg,Sulsted,805,Sogn
1850,Aalborg,Farstrup,802,Sogn
1850,Aalborg,Sebber,793,Sogn
1850,Aalborg,Gudum,782,Sogn
1850,Aalborg,Bælum,777,Sogn
1850,Aalborg,Hammer,753,Sogn
1850,Aalborg,Vokslev,733,Sogn
1850,Aalborg,Solbjerg,729,Sogn
1850,Aalborg,Ove,725,Sogn
1850,Aalborg,Aaby,693,Sogn
1850,Aalborg,Ravnkilde,692,Sogn
1850,Aalborg,Horsens,664,Sogn
1850,Aalborg,Farsø,656,Sogn
1850,Aalborg,Budolfi Landsogn,623,Delsogn
1850,Aalborg,Hørby,593,Sogn
1850,Aalborg,Sønderholm,581,Sogn
1850,Aalborg,Øster Hornum,571,Sogn
1850,Aalborg,Skørping,570,Sogn
1850,Aalborg,Veggerby,563,Sogn
1850,Aalborg,Nørholm,558,Sogn
1850,Aalborg,Aars,542,Sogn
1850,Aalborg,Bislev,541,Sogn
1850,Aalborg,Rostrup,530,Sogn
1850,Aalborg,Strandby,529,Sogn
1850,Aalborg,Vive,524,Sogn
1850,Aalborg,Blenstrup,524,Sogn
1850,Aalborg,Aarestrup,523,Sogn
1850,Aalborg,Valsgaard,520,Sogn
1850,Aalborg,Næsborg,506,Sogn
1850,Aalborg,Buderup,482,Sogn
1850,Aalborg,Store Brøndum,476,Sogn
1850,Aalborg,Lyngby,471,Sogn
1850,Aalborg,Skarp Salling,461,Sogn
1850,Aalborg,Nøvling,452,Sogn
1850,Aalborg,Hvorup,434,Sogn
1850,Aalborg,Skibsted,433,Sogn
1850,Aalborg,Nørre Kongerslev,432,Sogn
1850,Aalborg,Vognsild,424,Sogn
1850,Aalborg,Ejdrup,421,Sogn
1850,Aalborg,Vebbestrup,413,Sogn
1850,Aalborg,Storvorde,407,Sogn
1850,Aalborg,Sønder Tranders,407,Sogn
1850,Aalborg,Fræer,396,Sogn
1850,Aalborg,Store Ajstrup,390,Sogn
1850,Aalborg,Gravlev,389,Sogn
1850,Aalborg,Ulstrup,387,Sogn
1850,Aalborg,Lovns,385,Sogn
1850,Aalborg,Blære,368,Sogn
1850,Aalborg,Vilsted,366,Sogn
1850,Aalborg,Svenstrup,359,Sogn
1850,Aalborg,Sønderup,326,Sogn
1850,Aalborg,Rold,326,Sogn
1850,Aalborg,Skivum,306,Sogn
1850,Aalborg,Torup,295,Sogn
1850,Aalborg,Ferslev,293,Sogn
1850,Aalborg,Sønder Kongerslev,290,Sogn
1850,Aalborg,Gundersted,274,Sogn
1850,Aalborg,Brorstrup,272,Sogn
1850,Aalborg,Vindblæs,270,Sogn
1850,Aalborg,Suldrup,270,Sogn
1850,Aalborg,Lundby,269,Sogn
1850,Aalborg,Døstrup,268,Sogn
1850,Aalborg,Store Arden,266,Sogn
1850,Aalborg,Lillevorde,263,Sogn
1850,Aalborg,Kornum,260,Sogn
1850,Aalborg,Alstrup,260,Sogn
1850,Aalborg,Gislum,255,Sogn
1850,Aalborg,Havbro,250,Sogn
1850,Aalborg,Stenild,249,Sogn
1850,Aalborg,Romdrup,239,Sogn
1850,Aalborg,Haverslev,229,Sogn
1850,Aalborg,Kongens Tisted,228,Sogn
1850,Aalborg,Komdrup,228,Sogn
1850,Aalborg,Klarup,226,Sogn
1850,Aalborg,Sejlflod,223,Sogn
1850,Aalborg,Oudrup,213,Sogn
1850,Aalborg,Ullits,211,Sogn
1850,Aalborg,Durup,210,Sogn
1850,Aalborg,Frejlev,209,Sogn
1850,Aalborg,Vester Hornum,207,Sogn
1850,Aalborg,Fovlum,206,Sogn
1850,Aarhus,Aarhus Købstad,7883,Købstad
1850,Aarhus,Odder,2210,Sogn
1850,Aarhus,Hundslund,1419,Sogn
1850,Aarhus,Gylling,1105,Sogn
1850,Aarhus,Kolt,1024,Sogn
1850,Aarhus,Malling,960,Sogn
1850,Aarhus,Tiset,902,Sogn
1850,Aarhus,Falling,835,Sogn
1850,Aarhus,Foldby,820,Sogn
1850,Aarhus,Maarslet,817,Sogn
1850,Aarhus,Vejlby,785,Sogn
1850,Aarhus,Framlev,763,Sogn
1850,Aarhus,Holme,723,Sogn
1850,Aarhus,Bjerager,707,Sogn
1850,Aarhus,Brabrand,706,Sogn
1850,Aarhus,Randlev,690,Sogn
1850,Aarhus,Trige,647,Sogn
1850,Aarhus,Viby,642,Sogn
1850,Aarhus,Lading,630,Sogn
1850,Aarhus,Galten (Sønder),612,Sogn
1850,Aarhus,Astrup,596,Sogn
1850,Aarhus,Storring,593,Sogn
1850,Aarhus,Gosmer,590,Sogn
1850,Aarhus,Skivholme,587,Sogn
1850,Aarhus,Grundfør,587,Sogn
1850,Aarhus,Ørting,549,Sogn
1850,Aarhus,Saksild,548,Sogn
1850,Aarhus,Torrild,544,Sogn
1850,Aarhus,Søften,535,Sogn
1850,Aarhus,Sjelle,527,Sogn
1850,Aarhus,Lyngaa,508,Sogn
1850,Aarhus,Tilst,499,Sogn
1850,Aarhus,Harlev,498,Sogn
1850,Aarhus,Haldum,498,Sogn
1850,Aarhus,Hvilsted,486,Sogn
1850,Aarhus,Beder,474,Sogn
1850,Aarhus,Lisbjerg,451,Sogn
1850,Aarhus,Ormslev,418,Sogn
1850,Aarhus,Elsted,406,Sogn
1850,Aarhus,Skovby,399,Sogn
1850,Aarhus,Borum,373,Sogn
1850,Aarhus,Sabro,368,Sogn
1850,Aarhus,Skørring,359,Sogn
1850,Aarhus,Tranbjerg,327,Sogn
1850,Aarhus,Nølev,326,Sogn
1850,Aarhus,Spørring,325,Sogn
1850,Aarhus,Stjær,310,Sogn
1850,Aarhus,Sønder Aarslev,306,Sogn
1850,Aarhus,Alrø,291,Sogn
1850,Aarhus,Halling,288,Sogn
1850,Aarhus,Vitten,286,Sogn
1850,Aarhus,Tulstrup,286,Sogn
1850,Aarhus,Hadsten,276,Sogn
1850,Aarhus,Hasle,264,Sogn
1850,Aarhus,Faarup,247,Sogn
1850,Aarhus,Aaby,237,Sogn
1850,Aarhus,Tunø,213,Sogn
1850,Aarhus,Ølsted,210,Sogn
1850,Bornholm,Rønne Købstad,4717,Købstad
1850,Bornholm,Aaker,1956,Sogn
1850,Bornholm,Østermarie,1914,Sogn
1850,Bornholm,Klemensker,1840,Sogn
1850,Bornholm,Vestermarie,1600,Sogn
1850,Bornholm,Neksø Købstad,1403,Købstad
1850,Bornholm,Ibsker,1391,Sogn
1850,Bornholm,Østerlarsker,1241,Sogn
1850,Bornholm,Povlsker,1076,Sogn
1850,Bornholm,Rutsker,1073,Sogn
1850,Bornholm,Svaneke Købstad,1040,Købstad
1850,Bornholm,Nyker,983,Sogn
1850,Bornholm,Bodilsker,952,Sogn
1850,Bornholm,Pedersker,945,Sogn
1850,Bornholm,Olsker,868,Sogn
1850,Bornholm,Hasle Købstad,853,Købstad
1850,Bornholm,Nylarsker,776,Sogn
1850,Bornholm,Allinge Købstad,609,Købstad
1850,Bornholm,Rø,597,Sogn
1850,Bornholm,Aakirkeby Købstad,561,Købstad
1850,Bornholm,Knudsker,500,Sogn
1850,Bornholm,Gudhjem,402,Sogn
1850,Bornholm,Christiansø,363,Sogn
1850,Bornholm,Sandvig Købstad,299,Sogn
1850,Frederiksborg,Helsingør Købstad,8109,Købstad
1850,Frederiksborg,Tikøb,4774,Sogn
1850,Frederiksborg,Asminderød,3388,Sogn
1850,Frederiksborg,Birkerød,2570,Sogn
1850,Frederiksborg,Karlebo,2492,Sogn
1850,Frederiksborg,Hillerød Købstad,1932,Købstad
1850,Frederiksborg,Græsted,1536,Sogn
1850,Frederiksborg,Hørsholm,1471,Sogn
1850,Frederiksborg,Draaby,1426,Sogn
1850,Frederiksborg,Torup,1405,Sogn
1850,Frederiksborg,Blovstrød,1373,Sogn
1850,Frederiksborg,Stenløse,1355,Sogn
1850,Frederiksborg,Esbønderup,1333,Sogn
1850,Frederiksborg,Helsinge,1314,Sogn
1850,Frederiksborg,Nørre Herlev,1297,Sogn
1850,Frederiksborg,Slangerup,1267,Sogn
1850,Frederiksborg,Alsønderup,1232,Sogn
1850,Frederiksborg,Vinderød,1231,Sogn
1850,Frederiksborg,Vejby,1219,Sogn
1850,Frederiksborg,Ferslev,1211,Sogn
1850,Frederiksborg,Uggeløse,1159,Sogn
1850,Frederiksborg,Søborg,1154,Sogn
1850,Frederiksborg,Grønholt,1148,Sogn
1850,Frederiksborg,Lille Lyngby,1123,Sogn
1850,Frederiksborg,Farum,1112,Sogn
1850,Frederiksborg,Jørlunde,1090,Sogn
1850,Frederiksborg,Kregme,1047,Sogn
1850,Frederiksborg,Frederiksborg Slot,1046,Sogn
1850,Frederiksborg,Melby,1024,Sogn
1850,Frederiksborg,Lynge,1014,Sogn
1850,Frederiksborg,Ganløse,981,Sogn
1850,Frederiksborg,Blistrup,930,Sogn
1850,Frederiksborg,Selsø,922,Sogn
1850,Frederiksborg,Hellebæk,921,Sogn
1850,Frederiksborg,Ramløse,900,Sogn
1850,Frederiksborg,Skuldelev,888,Sogn
1850,Frederiksborg,Ølsted,876,Sogn
1850,Frederiksborg,Tjæreby,865,Sogn
1850,Frederiksborg,Maarum,840,Sogn
1850,Frederiksborg,Annisse,808,Sogn
1850,Frederiksborg,Ølstykke,782,Sogn
1850,Frederiksborg,Gerlev,742,Sogn
1850,Frederiksborg,Strø,741,Sogn
1850,Frederiksborg,Skibby,740,Sogn
1850,Frederiksborg,Fredensborg Slot,680,Sogn
1850,Frederiksborg,Ude Sundby Landdistrikt,659,Delsogn
1850,Frederiksborg,Krogstrup,657,Sogn
1850,Frederiksborg,Valby,629,Sogn
1850,Frederiksborg,Hornbæk,614,Sogn
1850,Frederiksborg,Frederikssund Købstad,612,Købstad
1850,Frederiksborg,Gørløse,580,Sogn
1850,Frederiksborg,Uvelse,528,Sogn
1850,Frederiksborg,Skævinge,510,Sogn
1850,Frederiksborg,Gilleleje,492,Sogn
1850,Frederiksborg,Slagslunde,485,Sogn
1850,Frederiksborg,Nødebo,472,Sogn
1850,Frederiksborg,Snostrup,457,Sogn
1850,Frederiksborg,Græse,444,Sogn
1850,Frederiksborg,Kyndby,416,Sogn
1850,Frederiksborg,Lillerød,412,Sogn
1850,Frederiksborg,Tibirke,400,Sogn
1850,Frederiksborg,Oppesundby,381,Sogn
1850,Frederiksborg,Veksø,351,Sogn
1850,Frederiksborg,Sigerslevvester,206,Sogn
1850,Færøerne,Tórshavn,841,Sogn
1850,Færøerne,Strendur (Sjov),389,Sogn
1850,Færøerne,"Nes, Eysturoy",352,Sogn
1850,Færøerne,Eidi,298,Sogn
1850,Færøerne,Sandur,281,Sogn
1850,Færøerne,Vaag (Klaksvig),278,Sogn
1850,Færøerne,Fuglafjørdur,270,Sogn
1850,Færøerne,Midvágur,261,Sogn
1850,Færøerne,Frodba,260,Sogn
1850,Færøerne,Kvalba,260,Sogn
1850,Færøerne,Tjørnuvík,259,Sogn
1850,Færøerne,Porkeri,245,Sogn
1850,Færøerne,Sumba,245,Sogn
1850,Færøerne,Árnafjørdur,235,Sogn
1850,Færøerne,Gøta,233,Sogn
1850,Færøerne,Kollafjørdur,228,Sogn
1850,Færøerne,Funningur,217,Sogn
1850,Færøerne,Kirkjubøur,211,Sogn
1850,Færøerne,Kvívík,210,Sogn
1850,Haderslev,Skodborg (Kongerigsk),347,Sogn
1850,Hjørring,Dronninglund,4198,Sogn
1850,Hjørring,Hjørring Købstad,1919,Købstad
1850,Hjørring,Albæk,1814,Sogn
1850,Hjørring,Vrejlev,1794,Sogn
1850,Hjørring,Taars,1768,Sogn
1850,Hjørring,Jerslev,1743,Sogn
1850,Hjørring,Elling,1572,Sogn
1850,Hjørring,Jetsmark,1507,Sogn
1850,Hjørring,Frederikshavn Købstad,1461,Købstad
1850,Hjørring,Torslev,1418,Sogn
1850,Hjørring,Skagen Købstad,1401,Købstad
1850,Hjørring,Brovst,1374,Sogn
1850,Hjørring,Saltum,1373,Sogn
1850,Hjørring,Flade,1250,Sogn
1850,Hjørring,Voer,1171,Sogn
1850,Hjørring,Øster Brønderslev,1145,Sogn
1850,Hjørring,Ugilt,1141,Sogn
1850,Hjørring,Volstrup,1029,Sogn
1850,Hjørring,Skæve,1008,Sogn
1850,Hjørring,Raabjerg,992,Sogn
1850,Hjørring,Vester Brønderslev,981,Sogn
1850,Hjørring,Børglum,962,Sogn
1850,Hjørring,Vrensted,946,Sogn
1850,Hjørring,Sankt Olai,922,Sogn
1850,Hjørring,Hørby,916,Sogn
1850,Hjørring,Hellevad,909,Sogn
1850,Hjørring,Sæby Købstad,895,Købstad
1850,Hjørring,Aasted,872,Sogn
1850,Hjørring,Bindslev,854,Sogn
1850,Hjørring,Vesterø,848,Sogn
1850,Hjørring,Sindal,843,Sogn
1850,Hjørring,Tise,838,Sogn
1850,Hjørring,Tolstrup,838,Sogn
1850,Hjørring,Byrum,825,Sogn
1850,Hjørring,Torslev,819,Sogn
1850,Hjørring,Tranum,817,Sogn
1850,Hjørring,Mosbjerg,801,Sogn
1850,Hjørring,Tversted,799,Sogn
1850,Hjørring,Ingstrup,788,Sogn
1850,Hjørring,Tornby,761,Sogn
1850,Hjørring,Hune,760,Sogn
1850,Hjørring,Hørmested,757,Sogn
1850,Hjørring,Sankt Hans,748,Sogn
1850,Hjørring,Serritslev,739,Sogn
1850,Hjørring,Hals,721,Sogn
1850,Hjørring,Haverslev,716,Sogn
1850,Hjørring,Vennebjerg,715,Sogn
1850,Hjørring,Lendum,705,Sogn
1850,Hjørring,Vraa,691,Sogn
1850,Hjørring,Bejstrup,688,Sogn
1850,Hjørring,Furreby,686,Sogn
1850,Hjørring,Astrup,681,Sogn
1850,Hjørring,Bjergby,678,Sogn
1850,Hjørring,Aaby,663,Sogn
1850,Hjørring,Gjøl,661,Sogn
1850,Hjørring,Hallund,659,Sogn
1850,Hjørring,Mygdal,639,Sogn
1850,Hjørring,Horne,630,Sogn
1850,Hjørring,Øland,612,Sogn
1850,Hjørring,Understed,572,Sogn
1850,Hjørring,Rakkeby,566,Sogn
1850,Hjørring,Skallerup,559,Sogn
1850,Hjørring,Asdal,548,Sogn
1850,Hjørring,Jelstrup,541,Sogn
1850,Hjørring,Aggersborg,513,Sogn
1850,Hjørring,Tolne,503,Sogn
1850,Hjørring,Uggerby,489,Sogn
1850,Hjørring,Sejlstrup,442,Sogn
1850,Hjørring,Gærum,433,Sogn
1850,Hjørring,Ørum,410,Sogn
1850,Hjørring,Rubjerg,377,Sogn
1850,Hjørring,Vidstrup,363,Sogn
1850,Hjørring,Vester Hjermitslev,358,Sogn
1850,Hjørring,Hellum,340,Sogn
1850,Hjørring,Skærum,336,Sogn
1850,Hjørring,Maarup,334,Sogn
1850,Hjørring,Øster Svenstrup,327,Sogn
1850,Hjørring,Harritslev,318,Sogn
1850,Hjørring,Vejby,270,Sogn
1850,Hjørring,Stenum,267,Sogn
1850,Hjørring,Lerup,254,Sogn
1850,Hjørring,Em,247,Sogn
1850,Hjørring,Alstrup,241,Sogn
1850,Hjørring,Lyngby,238,Sogn
1850,Hjørring,Skræm,237,Sogn
1850,Hjørring,Hæstrup,221,Sogn
1850,Hjørring,Karup,202,Sogn
1850,Holbæk,Holbæk Købstad,2638,Købstad
1850,Holbæk,Kalundborg Købstad,2489,Købstad
1850,Holbæk,Højby,2379,Sogn
1850,Holbæk,Kundby,1685,Sogn
1850,Holbæk,Bregninge,1670,Sogn
1850,Holbæk,Tranebjerg,1666,Sogn
1850,Holbæk,Raklev,1609,Sogn
1850,Holbæk,Sæby,1590,Sogn
1850,Holbæk,Store Taastrup,1564,Sogn
1850,Holbæk,Vig,1516,Sogn
1850,Holbæk,Faarevejle,1441,Sogn
1850,Holbæk,Finderup,1409,Sogn
1850,Holbæk,Gierslev,1386,Sogn
1850,Holbæk,Nykøbing Sjælland Købstad,1284,Købstad
1850,Holbæk,Grevinge,1276,Sogn
1850,Holbæk,Aarby,1272,Sogn
1850,Holbæk,Undløse,1257,Sogn
1850,Holbæk,Kirke Helsinge,1202,Sogn
1850,Holbæk,Egebjerg,1189,Sogn
1850,Holbæk,Besser,1187,Sogn
1850,Holbæk,Tølløse,1186,Sogn
1850,Holbæk,Soderup,1115,Sogn
1850,Holbæk,Ubby,1104,Sogn
1850,Holbæk,Onsbjerg,1101,Sogn
1850,Holbæk,Skamstrup,990,Sogn
1850,Holbæk,Asnæs,987,Sogn
1850,Holbæk,Rørby,987,Sogn
1850,Holbæk,Tersløse,971,Sogn
1850,Holbæk,Vallekilde,970,Sogn
1850,Holbæk,Reerslev,939,Sogn
1850,Holbæk,Særslev,934,Sogn
1850,Holbæk,Tømmerup,928,Sogn
1850,Holbæk,Jyderup,909,Sogn
1850,Holbæk,Gørlev,908,Sogn
1850,Holbæk,Nordby,905,Sogn
1850,Holbæk,Svallerup,886,Sogn
1850,Holbæk,Kolby,856,Sogn
1850,Holbæk,Nørre Jernløse,855,Sogn
1850,Holbæk,Ugerløse,834,Sogn
1850,Holbæk,Stenlille,829,Sogn
1850,Holbæk,Udby,811,Sogn
1850,Holbæk,Viskinge,798,Sogn
1850,Holbæk,Mørkøv,791,Sogn
1850,Holbæk,Føllenslev,775,Sogn
1850,Holbæk,Hørby,773,Sogn
1850,Holbæk,Holmstrup,750,Sogn
1850,Holbæk,Niløse,749,Sogn
1850,Holbæk,Røsnæs,729,Sogn
1850,Holbæk,Ruds Vedby,725,Sogn
1850,Holbæk,Hjembæk,715,Sogn
1850,Holbæk,Værslev,691,Sogn
1850,Holbæk,Sønder Jernløse,686,Sogn
1850,Holbæk,Aagerup,680,Sogn
1850,Holbæk,Søndersted,679,Sogn
1850,Holbæk,Rørvig,677,Sogn
1850,Holbæk,Hagested,675,Sogn
1850,Holbæk,Kvanløse,648,Sogn
1850,Holbæk,Orø,643,Sogn
1850,Holbæk,Nørre Asmindrup,643,Sogn
1850,Holbæk,Svinninge,629,Sogn
1850,Holbæk,Tveje Merløse,625,Sogn
1850,Holbæk,Stigs Bjergby,616,Sogn
1850,Holbæk,Havrebjerg,611,Sogn
1850,Holbæk,Grandløse,602,Sogn
1850,Holbæk,Sønder Asmindrup,595,Sogn
1850,Holbæk,Jorløse,593,Sogn
1850,Holbæk,Sejerø,575,Sogn
1850,Holbæk,Odden,571,Sogn
1850,Holbæk,Store Fuglede,548,Sogn
1850,Holbæk,Ørslev,546,Sogn
1850,Holbæk,Gislinge,545,Sogn
1850,Holbæk,Drøsselbjerg,522,Sogn
1850,Holbæk,Eskilstrup,504,Sogn
1850,Holbæk,Tuse,494,Sogn
1850,Holbæk,Bjergsted,488,Sogn
1850,Holbæk,Hørve,484,Sogn
1850,Holbæk,Avnsø,481,Sogn
1850,Holbæk,Solbjerg,474,Sogn
1850,Holbæk,Hallenslev,461,Sogn
1850,Holbæk,Skellebjerg,445,Sogn
1850,Holbæk,Søstrup,431,Sogn
1850,Holbæk,Butterup,401,Sogn
1850,Holbæk,Lille Fuglede,378,Sogn
1850,Holbæk,Bakkendrup,243,Sogn
1850,Holbæk,Kalundborg Landdistrikt,214,Delsogn
1850,Holbæk,Frydendal,203,Sogn
1850,København,Taarnby,4522,Sogn
1850,København,Lyngby,3623,Sogn
1850,København,Gentofte,3068,Sogn
1850,København,Frederiksberg,2962,Sogn
1850,København,Søllerød,2705,Sogn
1850,København,Store Magleby,2309,Sogn
1850,København,Hvidovre,1846,Sogn
1850,København,Brønshøj,1551,Sogn
1850,København,Gladsakse,1537,Sogn
1850,København,Værløse,1430,Sogn
1850,København,Ballerup,1372,Sogn
1850,København,Høje Taastrup,1338,Sogn
1850,København,Sengeløse,1302,Sogn
1850,København,Glostrup,1066,Sogn
1850,København,Smørum,936,Sogn
1850,København,Herstedvester,906,Sogn
1850,København,Herlev,769,Sogn
1850,København,Ishøj,743,Sogn
1850,København,Brøndbyvester,704,Sogn
1850,København,Ledøje,535,Sogn
1850,København,Rødovre,534,Sogn
1850,København,Herstedøster,505,Sogn
1850,København,Brøndbyøster,486,Sogn
1850,København,Torslunde,448,Sogn
1850,København,Vallensbæk,412,Sogn
1850,København,Maaløv,325,Sogn
1850,Maribo,Nakskov Købstad,2959,Købstad
1850,Maribo,Toreby,2381,Sogn
1850,Maribo,Østofte,2237,Sogn
1850,Maribo,Nykøbing Falster,2124,Sogn
1850,Maribo,Stokkemarke,1805,Sogn
1850,Maribo,Horslunde,1786,Sogn
1850,Maribo,Maribo Købstad,1667,Købstad
1850,Maribo,Idestrup,1590,Sogn
1850,Maribo,Fejø,1544,Sogn
1850,Maribo,Rødby Købstad,1339,Købstad
1850,Maribo,Aastrup,1338,Sogn
1850,Maribo,Sandby,1285,Sogn
1850,Maribo,Vesterborg,1260,Sogn
1850,Maribo,Kettinge,1246,Sogn
1850,Maribo,Radsted,1237,Sogn
1850,Maribo,Birket,1158,Sogn
1850,Maribo,Hunseby,1136,Sogn
1850,Maribo,Horbelev,1125,Sogn
1850,Maribo,Tingsted,1101,Sogn
1850,Maribo,Halsted,1092,Sogn
1850,Maribo,Nysted Købstad,1091,Købstad
1850,Maribo,Stubbekøbing Købstad,1083,Købstad
1850,Maribo,Væggerløse,1083,Sogn
1850,Maribo,Nørre Vedby,1064,Sogn
1850,Maribo,Majbølle,1044,Sogn
1850,Maribo,Gundslev,1033,Sogn
1850,Maribo,Sakskøbing Landdistrikt,1016,Delsogn
1850,Maribo,Købelev,978,Sogn
1850,Maribo,Fuglse,945,Sogn
1850,Maribo,Utterslev,930,Sogn
1850,Maribo,Sakskøbing Købstad,916,Købstad
1850,Maribo,Taars,910,Sogn
1850,Maribo,Vestenskov,864,Sogn
1850,Maribo,Tillitse,857,Sogn
1850,Maribo,Vaabensted,848,Sogn
1850,Maribo,Slemminge,843,Sogn
1850,Maribo,Vester Ulslev,817,Sogn
1850,Maribo,Errindlev,795,Sogn
1850,Maribo,Eskilstrup,769,Sogn
1850,Maribo,Torkilstrup,754,Sogn
1850,Maribo,Kappel,732,Sogn
1850,Maribo,Ønslev,731,Sogn
1850,Maribo,Herritslev,721,Sogn
1850,Maribo,Vaalse,718,Sogn
1850,Maribo,Hillested,713,Sogn
1850,Maribo,Femø,702,Sogn
1850,Maribo,Nysted Landsogn,701,Delsogn
1850,Maribo,Skørringe,697,Sogn
1850,Maribo,Nørre Alslev,696,Sogn
1850,Maribo,Brarup,678,Sogn
1850,Maribo,Søllested,674,Sogn
1850,Maribo,Nykøbing Falster Landdistrikt,672,Delsogn
1850,Maribo,Tirsted,665,Sogn
1850,Maribo,Dannemare,634,Sogn
1850,Maribo,Ryde,633,Sogn
1850,Maribo,Branderslev,632,Sogn
1850,Maribo,Skelby,603,Sogn
1850,Maribo,Nørre Ørslev,600,Sogn
1850,Maribo,Landet,596,Sogn
1850,Maribo,Falkerslev,591,Sogn
1850,Maribo,Gedesby,590,Sogn
1850,Maribo,Gloslunde,583,Sogn
1850,Maribo,Øster Ulslev,565,Sogn
1850,Maribo,Kippinge,559,Sogn
1850,Maribo,Nebbelunde,534,Sogn
1850,Maribo,Sønder Kirkeby,529,Sogn
1850,Maribo,Maglebrænde,521,Sogn
1850,Maribo,Vindeby,509,Sogn
1850,Maribo,Arninge,501,Sogn
1850,Maribo,Systofte,472,Sogn
1850,Maribo,Avnede,446,Sogn
1850,Maribo,Lillebrænde,443,Sogn
1850,Maribo,Græshave,435,Sogn
1850,Maribo,Horreby,431,Sogn
1850,Maribo,Taagerup,424,Sogn
1850,Maribo,Karleby,420,Sogn
1850,Maribo,Bursø,418,Sogn
1850,Maribo,Herredskirke,410,Sogn
1850,Maribo,Holeby,405,Sogn
1850,Maribo,Vejleby,395,Sogn
1850,Maribo,Bregninge,392,Sogn
1850,Maribo,Vigsnæs,385,Sogn
1850,Maribo,Nørre Kirkeby,377,Sogn
1850,Maribo,Fjelde,349,Sogn
1850,Maribo,Stadager,333,Sogn
1850,Maribo,Olstrup,328,Sogn
1850,Maribo,Engestofte,318,Sogn
1850,Maribo,Krønge,306,Sogn
1850,Maribo,Døllefjelde,301,Sogn
1850,Maribo,Musse,281,Sogn
1850,Maribo,Sædinge,275,Sogn
1850,Maribo,Godsted,267,Sogn
1850,Maribo,Torslunde,248,Sogn
1850,Maribo,Askø,239,Sogn
1850,Maribo,Skovlænge,237,Sogn
1850,Maribo,Sønder Alslev,233,Sogn
1850,Maribo,Løjtofte,230,Sogn
1850,Maribo,Nakskov Landsogn,214,Delsogn
1850,Maribo,Gurreby,203,Sogn
1850,Odense,Odense Købstad,11126,Købstad
1850,Odense,Vissenbjerg,3015,Sogn
1850,Odense,Assens Købstad,2847,Købstad
1850,Odense,Vejlby,1868,Sogn
1850,Odense,Kerteminde Købstad,1846,Købstad
1850,Odense,Haarby,1835,Sogn
1850,Odense,Lumby,1733,Sogn
1850,Odense,Brenderup,1728,Sogn
1850,Odense,Haarslev,1647,Sogn
1850,Odense,Middelfart Købstad,1635,Købstad
1850,Odense,Veflinge,1551,Sogn
1850,Odense,Bogense Købstad,1498,Købstad
1850,Odense,Fraugde,1425,Sogn
1850,Odense,Køng,1388,Sogn
1850,Odense,Vigerslev,1380,Sogn
1850,Odense,Tommerup,1338,Sogn
1850,Odense,Sanderum,1338,Sogn
1850,Odense,Gamtofte,1302,Sogn
1850,Odense,Asperup,1285,Sogn
1850,Odense,Nørre Lyndelse,1281,Sogn
1850,Odense,Verninge,1234,Sogn
1850,Odense,Orte,1233,Sogn
1850,Odense,Brylle,1201,Sogn
1850,Odense,Ubberud,1168,Sogn
1850,Odense,Skovby,1167,Sogn
1850,Odense,Flemløse,1148,Sogn
1850,Odense,Særslev,1138,Sogn
1850,Odense,Kærum,1108,Sogn
1850,Odense,Kølstrup,1090,Sogn
1850,Odense,Dreslette,1089,Sogn
1850,Odense,Krogsbølle,1059,Sogn
1850,Odense,Fjelsted,1056,Sogn
1850,Odense,Gelsted,1033,Sogn
1850,Odense,Rynkeby,1033,Sogn
1850,Odense,Munkebo,1024,Sogn
1850,Odense,Kerte,974,Sogn
1850,Odense,Kavslunde,969,Sogn
1850,Odense,Mesinge,930,Sogn
1850,Odense,Skamby,889,Sogn
1850,Odense,Søndersø,885,Sogn
1850,Odense,Viby,880,Sogn
1850,Odense,Norup,844,Sogn
1850,Odense,Husby,837,Sogn
1850,Odense,Paarup,832,Sogn
1850,Odense,Stubberup,790,Sogn
1850,Odense,Harndrup,776,Sogn
1850,Odense,Sønder Næraa,729,Sogn
1850,Odense,Rørup,726,Sogn
1850,Odense,Næsbyhoved Broby,693,Sogn
1850,Odense,Turup,680,Sogn
1850,Odense,Skydebjerg,678,Sogn
1850,Odense,Rønninge,675,Sogn
1850,Odense,Barløse,675,Sogn
1850,Odense,Skeby,673,Sogn
1850,Odense,Fangel,651,Sogn
1850,Odense,Sønderby,643,Sogn
1850,Odense,Marslev,627,Sogn
1850,Odense,Lunde,616,Sogn
1850,Odense,Klinte,615,Sogn
1850,Odense,Ingslev,613,Sogn
